,Tweets,cleanedTweets
857,"I FINALLY I got my #HENthousand piece up! https://t.co/B93Cam93TM

HEN was broken for me until today! Up for the next 24 hours and then I'll burn the rest. 
Thank you @crypto_wook for telling me!

#hen10k #hicetnunc #tezos #xtz @onhicetnunc @hicetnunc2000 @jjjjjjjjjjohn #nftART",I FINALLY I got my HENthousand piece up!   HEN was broken for me until today! Up for the next 24 hours and then I'll burn the rest.  Thank you  for telling me!  hen10k hicetnunc tezos xtz    nftART
858,"Ight well I'm just watching anime and gaming all day until we go back up so can't really complain, haven't checked prices until today and already regret it

Can't be good for the mental to do Crypto 24/7 in a bear market.

Unless you short which in that case fuck you https://t.co/TdLqu6E6dw","Ight well I'm just watching anime and gaming all day until we go back up so can't really complain, haven't checked prices until today and already regret it  Can't be good for the mental to do Crypto 24/7 in a bear market.  Unless you short which in that case fuck you "
859,Been in crypto since June 2017 never been scammed or rugged until today,Been in crypto since June 2017 never been scammed or rugged until today
860,@fans_doge @davidgokhshtein It’s a meme!!! That’s how people in crypto world see it until today.,  It’s a meme!!! That’s how people in crypto world see it until today.
861,"@gal_suburban @clearing_fog Haven't you heard, apparently he is a billionaire crypto king with high level connections that no one heard about until today.

It's not like the GOP to use fake candidates or anything for political gain. https://t.co/reYq1EG4p0","  Haven't you heard, apparently he is a billionaire crypto king with high level connections that no one heard about until today.  It's not like the GOP to use fake candidates or anything for political gain. "
862,@KuriKohiYa @playmythical i hadn't heard of them until today but is their whole thing really crypto gaming? that sucks lmfao,  i hadn't heard of them until today but is their whole thing really crypto gaming? that sucks lmfao
863,"@MetzerMike @vhranger @BChappatta He announced the intention on the 8th, but didn’t announce that it had closed until today. Possible that people were afraid he’d back out if winds shifted on crypto sentiment, but now he’s committed to buy.","   He announced the intention on the 8th, but didn’t announce that it had closed until today. Possible that people were afraid he’d back out if winds shifted on crypto sentiment, but now he’s committed to buy."
864,Elon? You seriously didn't know that we could mine #Bitcoin using clean energy until today? Someone like you has realized it now? Common you expect us to believe you? You genius @elonmusk #Crypto #cryptocurrency,Elon? You seriously didn't know that we could mine Bitcoin using clean energy until today? Someone like you has realized it now? Common you expect us to believe you? You genius  Crypto cryptocurrency
865,"Just my opinion not advice but, I think that the next $BTC movement is touch the VPOC (37113). Once there its behavior would determine the strenght of this range.  until today it is crearly weak.

#Bitcoin #Crypto #cryptocurrency  #Altcoins https://t.co/gAfXEl05K3","Just my opinion not advice but, I think that the next $BTC movement is touch the VPOC (37113). Once there its behavior would determine the strenght of this range.  until today it is crearly weak.  Bitcoin Crypto cryptocurrency  Altcoins "
866,"@Abdelmalekalma1 @YummyCrypto Since ATH. That goes for almost any other crypto (incl. the leading ones) at the moment, but I guess you have to remember that trend lines do not stop after 3 weeks of decline... they go on and on.. Take a look at the crypto market development sinces eg 2014 and up until today.","  Since ATH. That goes for almost any other crypto (incl. the leading ones) at the moment, but I guess you have to remember that trend lines do not stop after 3 weeks of decline... they go on and on.. Take a look at the crypto market development sinces eg 2014 and up until today."
867,"😈The total number of NEARs staked until today has reached: 404,011,783.57872

✊And has 7 686 000 transactions
This is @NEARProtocol 's impressive growth numbers

#GFS #NEAR #Crypto #cryptocurrency https://t.co/NB7YEeRlrb","😈The total number of NEARs staked until today has reached: 404,011,783.57872  ✊And has 7 686 000 transactions This is  's impressive growth numbers  GFS NEAR Crypto cryptocurrency "
868,"@FlokiCrypto @crypto_bitlord7 The charts have been bearish for three weeks, even when it appeared bullish--until today. You have to factor in that ascent hasn't slowed and this is our first 15%+ day in months.","  The charts have been bearish for three weeks, even when it appeared bullish--until today. You have to factor in that ascent hasn't slowed and this is our first 15%+ day in months."
869,@crypto_dolfin hahah yeah exactly his story is insane hadnt looked much in depth on it until today since im chilling at the airport. he really does YOLO everything he can, hahah yeah exactly his story is insane hadnt looked much in depth on it until today since im chilling at the airport. he really does YOLO everything he can
870,"Until today my $EGLD and $CAKE were locked in staking. Im gonna sell both with profits and buy some $ADA from it 

#CARDANO #ADA #CardanoADA #Crypto",Until today my $EGLD and $CAKE were locked in staking. Im gonna sell both with profits and buy some $ADA from it   CARDANO ADA CardanoADA Crypto
871,@crypto_yankiz Never until today. Feels like nnnghh, Never until today. Feels like nnnghh
872,"Cashback program +5% !

Up until today you have been making money with our partner website Cashback programs. Today we are glad to announce that we have started our very own 5% Cashback program.https://t.co/zP2yQmlZM9
#investing #crypto #bitcoin https://t.co/l7Zqw04wyB",Cashback program +5% !  Up until today you have been making money with our partner website Cashback programs. Today we are glad to announce that we have started our very own 5% Cashback program. investing crypto bitcoin 
873,"@Eljaboom Indeed, ẃithout the creation of #BTC the market crypto wouln't even exist. But, it has done too much for the worldwide financy until today, it's time to give the spot to new greener and innvovative projects that have a lot to offer, like #AVAX which has shown to be revolutionary"," Indeed, ẃithout the creation of BTC the market crypto wouln't even exist. But, it has done too much for the worldwide financy until today, it's time to give the spot to new greener and innvovative projects that have a lot to offer, like AVAX which has shown to be revolutionary"
874,@SamTwits @elonmusk I didn’t even know that was an actual crypto coin until today,  I didn’t even know that was an actual crypto coin until today
875,"@PropertySharem1 until today, i still don't understand how these crypto prices are priced..."," until today, i still don't understand how these crypto prices are priced..."
876,"@MattWallace888 Fuck Elon I care more about crypto if anybody can manipulate the market, we need to get rid I held doge and $tsla until today. If it’s between him and crypto there can only be one winner the better cause(crypto)..."," Fuck Elon I care more about crypto if anybody can manipulate the market, we need to get rid I held doge and $tsla until today. If it’s between him and crypto there can only be one winner the better cause(crypto)..."
877,"The fact that I didn’t know what a cash trading violation was until today 

Should tell you how much I like this crypto shit lol",The fact that I didn’t know what a cash trading violation was until today   Should tell you how much I like this crypto shit lol
878,@cryptocom I’m over it at this rate. I have not been able to sell nor buy anything. I’m highly frustrated as this been going on for far to long. I’ve sent numerous emails on multiple occasions and I still get nothing in return up until today to which was still a disadvantage. #trash https://t.co/j73VKUVBuI, I’m over it at this rate. I have not been able to sell nor buy anything. I’m highly frustrated as this been going on for far to long. I’ve sent numerous emails on multiple occasions and I still get nothing in return up until today to which was still a disadvantage. trash 
879,"@TheKorede It's either I'm unlucky or the coin and app are useless. Market was good yesterday and day before until today. 
See eh! CODM is the way forward. I sha don comot hand for crypto. 😭", It's either I'm unlucky or the coin and app are useless. Market was good yesterday and day before until today.  See eh! CODM is the way forward. I sha don comot hand for crypto. 😭
880,It’s crazy how I never was asked about Bitcoin and dogecoin until today.... now that I can intelligently talk about it I’m comfortable .... to my black people that have small businesses .... crypto should be a form of payment you accept,It’s crazy how I never was asked about Bitcoin and dogecoin until today.... now that I can intelligently talk about it I’m comfortable .... to my black people that have small businesses .... crypto should be a form of payment you accept
881,@KEEMSTAR vs @bradmillscan 5/0 which investment from the 1st of January 2021 until today going to gift more return to new crypto user. 589 vs 69840 https://t.co/g7iVXTxbeH, vs  5/0 which investment from the 1st of January 2021 until today going to gift more return to new crypto user. 589 vs 69840 
882,"@prinz_eduard Unbelievable would be to buy at that time and HODL it until today. Btw, this is a great memory. I'm also here to say that your tweet was saved on our website.
Ref date June 2, 2021 | User @prinz_eduard
Crypto related: Bitcoin"," Unbelievable would be to buy at that time and HODL it until today. Btw, this is a great memory. I'm also here to say that your tweet was saved on our website. Ref date June 2, 2021 | User  Crypto related: Bitcoin"
883,"The Tribe is Calling!! 🔥💀🔥
60 minutes until today's drop (4pm BST/ 11am EST)
Heros of the Gas Age 💪🖤
#NFTCommunity #nftart #nftcollector #Nft #Crypto #CryptoNews #Nftdrop #Tribe
https://t.co/qa3k7WE2J1 via @opensea",The Tribe is Calling!! 🔥💀🔥 60 minutes until today's drop (4pm BST/ 11am EST) Heros of the Gas Age 💪🖤 NFTCommunity nftart nftcollector Nft Crypto CryptoNews Nftdrop Tribe  via 
884,"Is it me, or are Americans always crashing the price of crypto as soon as they wake up? I mean, look at last weekend. They had a holiday weekend. Everything was fine until today.  #crypto  #crash  #btc","Is it me, or are Americans always crashing the price of crypto as soon as they wake up? I mean, look at last weekend. They had a holiday weekend. Everything was fine until today.  crypto  crash  btc"
885,"New episode- stocks,wtf is a SHORT SQUEEZE all about, crypto currency frenzy, bad ass Samurai mofo's &amp; words you never you knew you understood until today. 
#40swithfriends #jiujiteirosc2cpodcast #JJc2c #shortsqueeze #stocks #stockstobuy #cryptocurrency #crypto #bitcoin  #samurai https://t.co/oBPirc06os","New episode- stocks,wtf is a SHOSQUEEZE all about, crypto currency frenzy, bad ass Samurai mofo's &amp; words you never you knew you understood until today.  40swithfriends jiujiteirosc2cpodcast JJc2c shortsqueeze stocks stockstobuy cryptocurrency crypto bitcoin  samurai "
886,@RyoshiResearch Ryoshi great job do not be interested is the people who give negative comments keep in mind that many know a crypto until today ... we are lucky those who know the gem we have in our hands thank you Ryoshi #Shibarmy, Ryoshi great job do not be interested is the people who give negative comments keep in mind that many know a crypto until today ... we are lucky those who know the gem we have in our hands thank you Ryoshi Shibarmy
887,Until today the anxiety still exists in crypto. @elonmusk we don't want your @Tesla anymore,Until today the anxiety still exists in crypto.  we don't want your  anymore
888,@cryptocom @cryptocomcs @cryptocom absolutely awful. Service responds with canned message on 3 to 5 days. I've had direct deposit set up from my employer for a year. Always shows when I get paid until today. Im sure no one at https://t.co/3wKLue6Cpd would want to receive their paycheck,   absolutely awful. Service responds with canned message on 3 to 5 days. I've had direct deposit set up from my employer for a year. Always shows when I get paid until today. Im sure no one at  would want to receive their paycheck
889,@kentaberdeen @cryptocomcs @cryptocom Their customer service is insanely slow. In the app it can take more than 3 days. I’ve never tried dm’ing via Twitter until today so who knows.,   Their customer service is insanely slow. In the app it can take more than 3 days. I’ve never tried dm’ing via Twitter until today so who knows.
890,"@yackzilon I bought it even cheaper, and until today I still believe that has been one of the best decision that I've made in this crypto world, very soon I'll see my incomes"," I bought it even cheaper, and until today I still believe that has been one of the best decision that I've made in this crypto world, very soon I'll see my incomes"
891,"This time i bet on @0xPolygon. @H_O_L_O_  sounds like a great deal as well but i must confess i am a huge fan of what #MATICNetwork has done until today. So i am sure that it will take a wild ride to $5...very soon. 
Does anyone disagree?

$MATIC #Crypto #DeFi #lowcapgem #defigem https://t.co/07KWLdT6fs",This time i bet on .   sounds like a great deal as well but i must confess i am a huge fan of what MATICNetwork has done until today. So i am sure that it will take a wild ride to $5...very soon.  Does anyone disagree?  $MATIC Crypto DeFi lowcapgem defigem 
892,"#Cardano #smartcontracts is coming 

3281 commits just until today, this week

And again numbers don't lie 
$ADA devs are unstoppable, the best scientists and engineers working hard every single day 

#blockchain
Do your own research
The information is all available

#Crypto https://t.co/I8u72IoHn5","Cardano smartcontracts is coming   3281 commits just until today, this week  And again numbers don't lie  $ADA devs are unstoppable, the best scientists and engineers working hard every single day   blockchain Do your own research The information is all available  Crypto "
893,@Ledger all my crypto was stolen and sent to a random address with my wallet not being used in a month until today. What do i do? How does this happen, all my crypto was stolen and sent to a random address with my wallet not being used in a month until today. What do i do? How does this happen
894,"@RayDalio is a big investor in $TSLA. It’s been speculated that @elonmusk was getting pressure from him to stop Tesla from transacting #BTC bc the perception up until today was Dalio was anti-#crypto.

That theory largely falls apart now. https://t.co/yfB2U3bFHE", is a big investor in $TSLA. It’s been speculated that  was getting pressure from him to stop Tesla from transacting BTC bc the perception up until today was Dalio was anti-crypto.  That theory largely falls apart now. 
895,@girlgone_crypto I thought we were going to retest high 20's until today. The CT sentiment has changed. The FUD has been bringing us down just like it will bring us up, I thought we were going to retest high 20's until today. The CT sentiment has changed. The FUD has been bringing us down just like it will bring us up
896,"@m3hnash @WSJ Not what I said, happy to have a separate chat regarding the value of Fiat currencies, asset classes such as gold and silver, what people have purchased since the initial assets were created until today. Crypto is new, it is well under way to be adopted by (some) major banks","  Not what I said, happy to have a separate chat regarding the value of Fiat currencies, asset classes such as gold and silver, what people have purchased since the initial assets were created until today. Crypto is new, it is well under way to be adopted by (some) major banks"
897,@cryptomanran i didn't expect this from you! best can do all those who got stuck into this downtrend its to hold what they have and stop waching Youtubers. i was in the last bear market never sold and until today i still 5x of my invest for sure crypto is just starting and will be more bigger., i didn't expect this from you! best can do all those who got stuck into this downtrend its to hold what they have and stop waching Youtubers. i was in the last bear market never sold and until today i still 5x of my invest for sure crypto is just starting and will be more bigger.
898,"@namsardar A friend of mine had unrealized gains of 1 million up until today, he is minus -800K now. When I asked him if he regrets not selling at the top, he told me that he's cool and prefers to have his crypto seeds rather than fiat money in banks that he hates. Crazy"," A friend of mine had unrealized gains of 1 million up until today, he is minus -800K now. When I asked him if he regrets not selling at the top, he told me that he's cool and prefers to have his crypto seeds rather than fiat money in banks that he hates. Crazy"
899,"Never had a problem on-ramping fiat to #Crypto until today, with both of my solutions...not saying which, but everyone's gotta get their act together. Do you guys even want my money?","Never had a problem on-ramping fiat to Crypto until today, with both of my solutions...not saying which, but everyone's gotta get their act together. Do you guys even want my money?"
900,"I started onboarding a normie coworker into crypto exactly 10 days ago. Can you even imagine what's going through his head rn lmfao

With that said, he waited to buy until today. I think there's potential with this one","I started onboarding a normie coworker into crypto exactly 10 days ago. Can you even imagine what's going through his head rn lmfao  With that said, he waited to buy until today. I think there's potential with this one"
901,"@politicsishere1 The crypto market will now diverge. They have fallen and left together until today, but now the roads are separating NFA"," The crypto market will now diverge. They have fallen and left together until today, but now the roads are separating NFA"
902,"I have been in crypto more than a year now and experienced March 2020 crash. Until today I regret why I didn't buy more eth at 98$. I will not miss my second chance. I am not saying go blindly buy, but be aware no one can catch the bottom.","I have been in crypto more than a year now and experienced March 2020 crash. Until today I regret why I didn't buy more eth at 98$. I will not miss my second chance. I am not saying go blindly buy, but be aware no one can catch the bottom."
903,"Yet, we don't have until today a decent #Crypto casino. That is why I went to casino even today, regardless that it is pointless for me to go there, financially. Unless #Bitcoin dump back to $10k 😆 https://t.co/QdE1ulReV4","Yet, we don't have until today a decent Crypto casino. That is why I went to casino even today, regardless that it is pointless for me to go there, financially. Unless Bitcoin dump back to $10k 😆 "
904,@Davincij15 I wish that I had access to internet back in 2010 and I wish that my country back issued visa for free back in 2015 (which never happened until today) so I am holding for Crypto the future revolution of money never to late., I wish that I had access to internet back in 2010 and I wish that my country back issued visa for free back in 2015 (which never happened until today) so I am holding for Crypto the future revolution of money never to late.
905,I wish that I had access to internet back in 2010 🪙🪙 and I wish that my country bank issued Visa card for free back in 2015 (which never happened until today..) so I am holding for Crypto the future revolution of money never to late💰 #BTC  $BTC #TRIAS $TRIAS #SHIB $YOOSHI $EQZ https://t.co/C2EPaCvcVx,I wish that I had access to internet back in 2010 🪙🪙 and I wish that my country bank issued Visa card for free back in 2015 (which never happened until today..) so I am holding for Crypto the future revolution of money never to late💰 BTC  $BTC TRIAS $TRIAS SHIB $YOOSHI $EQZ 
906,@robxrp1 😂😂😂 these idiot forget they are the regulator and should have advice on crypto from the beginning and not the company. Until today it is still unregulated market. If the lawyers said it was a currency they will say it is not up to the lawyers, 😂😂😂 these idiot forget they are the regulator and should have advice on crypto from the beginning and not the company. Until today it is still unregulated market. If the lawyers said it was a currency they will say it is not up to the lawyers
907,"@CMG_network  this shit of difficult network to set up I drew three cgt with a lot of mining time and until today this shit coin hasn’t dropped in my wallet I never want to know about this bad metamark wallet I’ll never play this sait again, I will give you a lot of CRYPTO
MININ","  this shit of difficult network to set up I drew three cgt with a lot of mining time and until today this shit coin hasn’t dropped in my wallet I never want to know about this bad metamark wallet I’ll never play this sait again, I will give you a lot of CRYPTO MININ"
908,"@ZssBecker damn man I thought I respected and valued you until today......

Now i REALLY respect and value you!!

It's so true. CT wants ALL of the upside of crypto, but none of the downside. It all comes together fam and you gotta respect the rules to play the game. 

Win quick, lose quick"," damn man I thought I respected and valued you until today......  Now i REALLY respect and value you!!  It's so true. CT wants ALL of the upside of crypto, but none of the downside. It all comes together fam and you gotta respect the rules to play the game.   Win quick, lose quick"
909,"Until today #BTC it has never even crossed the 1H MA100 along with the 1H MA50, which formed the Lower Highs Resistance Zone $BTC #Crypto","Until today BTC it has never even crossed the 1H MA100 along with the 1H MA50, which formed the Lower Highs Resistance Zone $BTC Crypto"
910,"In all seriousness, now is the best time to buy crypto. It'll definitely go up so buy some now whilst it is cheap. I wish I waited until today to buy what I have","In all seriousness, now is the best time to buy crypto. It'll definitely go up so buy some now whilst it is cheap. I wish I waited until today to buy what I have"
911,@girlgone_crypto I did not know the meaning of volatility until today…, I did not know the meaning of volatility until today…
912,@nofedz I've gotten an unsolicited daily crypto portfolio valuation update from one of my employees every day the last three months until today, I've gotten an unsolicited daily crypto portfolio valuation update from one of my employees every day the last three months until today
913,I actually didn’t know there was that many people in crypto on here until today 🤯 good to see still 🙏🏾,I actually didn’t know there was that many people in crypto on here until today 🤯 good to see still 🙏🏾
914,"Imagine you invested in the stock market circa the largest crashes of our generation (decades ago), but held your investments until today? Same goes for #crypto, just on a shorter time frame.

History is a good predictor of the future.

#NotFinancialAdvice... #JustLifeAdvice 😎 https://t.co/p3P8tCfiCP","Imagine you invested in the stock market circa the largest crashes of our generation (decades ago), but held your investments until today? Same goes for crypto, just on a shorter time frame.  History is a good predictor of the future.  NotFinancialAdvice... JustLifeAdvice 😎 "
915,"Was okay with the dip all this while until today. This is not anyhow dip. This is tsunami dip 🌪️.

The question is, how far and how well can you hold up?

#Crypto #HODL #bitcoin #buythedip #cryptocurrencies","Was okay with the dip all this while until today. This is not anyhow dip. This is tsunami dip 🌪️.  The question is, how far and how well can you hold up?  Crypto HODL bitcoin buythedip cryptocurrencies"
916,Not that you care @elonmusk. But my dream car was a Tesla until today. You cost me half my savings. And that is just not very cash money. Fuck the wolf of Wall Street this man be robbing the poor and giving to the rich.Hood Robin is all I can call this man.#Crypto #Bitcoin #doge,Not that you care . But my dream car was a Tesla until today. You cost me half my savings. And that is just not very cash money. Fuck the wolf of Wall Street this man be robbing the poor and giving to the rich.Hood Robin is all I can call this man.Crypto Bitcoin doge
917,"I haven't felt comfortable during this whole #crypto bull market until today! Welcome back normalcy, you have been missed! #ETH #BTC #CHIA","I haven't felt comfortable during this whole crypto bull market until today! Welcome back normalcy, you have been missed! ETH BTC CHIA"
918,"@SoyMaizstro I never really considered the value of crypto until today, when I was thinking what you told me me one time about the official exchange rate to US dollars in Venezuela vs the actual black market exchange rate.   In a situation like that cutting out the middleman (govt) has value."," I never really considered the value of crypto until today, when I was thinking what you told me me one time about the official exchange rate to US dollars in Venezuela vs the actual black market exchange rate.   In a situation like that cutting out the middleman (govt) has value."
919,@ReforMan76 @CryptoKaleo If you didn’t know until today it means buy crypto (eth) with everything you’ve got.,  If you didn’t know until today it means buy crypto (eth) with everything you’ve got.
920,"@elonmusk @PeterMcCormack Elon, inform us. What’s the best crypto based on the “important” metrics up until today?","  Elon, inform us. What’s the best crypto based on the “important” metrics up until today?"
921,@Sheldon_Sniper @cryptomanran @FibonaccLi @1ARK_Crypto @TheChartArtist Never liked going to school until today.. Please choose me,     Never liked going to school until today.. Please choose me
922,"Many mainstream crypto accounts will try to keep this quiet but you cannot stop free press:
A crypto NFT of the original blockchain was used to buy a pizza in 2014. If kept until today, that pizza would have been moldy as hell and likely rotten 🤯🤭","Many mainstream crypto accounts will try to keep this quiet but you cannot stop free press: A crypto NFT of the original blockchain was used to buy a pizza in 2014. If kept until today, that pizza would have been moldy as hell and likely rotten 🤯🤭"
923,"I never realized how concerned crypto people were about the planet until today.

Is everyone secretly vegetarian too?",I never realized how concerned crypto people were about the planet until today.  Is everyone secretly vegetarian too?
924,@ParikPatelCFA You could take that 56k of bitcoin and buy millions billions of shares of a completely diversified crypto portfolio. He’s a genius people need to wake up. You were cool until today. Chamath is better, You could take that 56k of bitcoin and buy millions billions of shares of a completely diversified crypto portfolio. He’s a genius people need to wake up. You were cool until today. Chamath is better
925,"Until today, everyone was waiting for Elon Musk's tweet about crypto, bitcoin , doge etc.
As of today, everyone has begun to fear about his next tweet. Lol.","Until today, everyone was waiting for Elon Musk's tweet about crypto, bitcoin , doge etc. As of today, everyone has begun to fear about his next tweet. Lol."
926,"@PappaApe I should be in bed, but check this out... tinfoil hat theory that Elon waited until today to reverse course on crypto, perhaps to stick it to the hedgies. https://t.co/mzRQIwRZ87"," I should be in bed, but check this out... tinfoil hat theory that Elon waited until today to reverse course on crypto, perhaps to stick it to the hedgies. "
927,"All our leveraged trading is done at BitMEX. Over the years &amp; until today we have made best experience with BitMEX:

- Great costumer support
- High liquidity
- Low fees
- High leverage up to 100x

If you are looking for (semi)pro crypto trading, we can recommend BitMEX. https://t.co/s81IiqZ0oB","All our leveraged trading is done at BitMEX. Over the years &amp; until today we have made best experience with BitMEX:  - Great costumer support - High liquidity - Low fees - High leverage up to 100x  If you are looking for (semi)pro crypto trading, we can recommend BitMEX. "
928,"So many stupid motherfuckers still don’t understand who “Elon Musk” is...
(Except for some of you in crypto, hopefully, until today? 🤷🏼‍♂️)

Some of y’all still don’t understand the purpose of decentralization and privacy.

You soon will.

#YoHoYoHo🖕🏻
#PirateChain
#ARRR 🏴‍☠️","So many stupid motherfuckers still don’t understand who “Elon Musk” is... (Except for some of you in crypto, hopefully, until today? 🤷🏼‍♂️)  Some of y’all still don’t understand the purpose of decentralization and privacy.  You soon will.  YoHoYoHo🖕🏻 PirateChain ARRR 🏴‍☠️"
929,"@qcapital2020 @plantmath1 @PelotonHolder @SaicharanAitha @PeterTrader99 Mark + his GURU were shilling TDOC and a few other stocks which have tanked 50-60% and both were also promoting crypto up until today. 

We'll see how this ends....",     Mark + his GURU were shilling TDOC and a few other stocks which have tanked 50-60% and both were also promoting crypto up until today.   We'll see how this ends....
930,Quite a day for #crypto! Haven’t seen smth like this until today. https://t.co/QAmfaLWoKr,Quite a day for crypto! Haven’t seen smth like this until today. 
931,"@TheCryptoLark But then if they held until today, they would be crypto multi millionaires"," But then if they held until today, they would be crypto multi millionaires"
932,"@BankXRP @Bitboy_Crypto I have a tiny number of XRP, but I don’t think this will happen soon. A lot of people have been talking about this since 3-5 years ago, and nothing happened until today","  I have a tiny number of XRP, but I don’t think this will happen soon. A lot of people have been talking about this since 3-5 years ago, and nothing happened until today"
933,Today I learned that 3 years ago I was a millionaire from trading crypto but never checked my @binance and it being all safe and secure my account was compromised and got my crypto stolen at least I didn’t know about it until today or I’d be bummed,Today I learned that 3 years ago I was a millionaire from trading crypto but never checked my  and it being all safe and secure my account was compromised and got my crypto stolen at least I didn’t know about it until today or I’d be bummed
934,"Feels good when you realize you bought cardstack crypto instead of cardano crypto on Sunday, but didn’t realize it until today and you see that it doubled since then 🤣","Feels good when you realize you bought cardstack crypto instead of cardano crypto on Sunday, but didn’t realize it until today and you see that it doubled since then 🤣"
935,"#SAFECOVID #COVID#BTC #CRYPTO
Create your fun meme and win 1m $SFC!
From now until today (april, 11th) at 7pm UTC

Face with medical maskPost it on our telegram channel https://t.co/MbRVzHZoc3 or in reply of this tweet
Face with medical maskAt 7pm","SAFECOVID COVIDBTC CRYPTO Create your fun meme and win 1m $SFC! From now until today (april, 11th) at 7pm UTC  Face with medical maskPost it on our telegram channel  or in reply of this tweet Face with medical maskAt 7pm"
936,"@cryptocom 
Excuse me but I am unable to contact y’all and I feel cheated..
Bought Dogecoin on your platform for a quick scalp before the SNL dump and you took my money immediately but showed no purchase details or doge in my wallet until today.
Please make it right.
#cryptocom",  Excuse me but I am unable to contact y’all and I feel cheated.. Bought Dogecoin on your platform for a quick scalp before the SNL dump and you took my money immediately but showed no purchase details or doge in my wallet until today. Please make it right. cryptocom
937,"you thought downloading free music was badass? 

Imagine getting 400 token from a Unicorn, forgetting about them until today, depositing them in another smart contract, and loaning yourself $10,000 USDC. 

Limewire was new in 2003. 
#Crypto is still new in 2021.","you thought downloading free music was badass?   Imagine getting 400 token from a Unicorn, forgetting about them until today, depositing them in another smart contract, and loaning yourself $10,000 USDC.   Limewire was new in 2003.  Crypto is still new in 2021."
938,@LinkVande @smith_philipe @squatch_crypto Let’s show the chart up until today. We’re 10x the highest point on that chart. How pathetic for you to use it as fud.,   Let’s show the chart up until today. We’re 10x the highest point on that chart. How pathetic for you to use it as fud.
939,I wish @SEC_News @SECNetwork would review on people’s money and crypto lost on @BitMartExchange they are easily robbing people without any hustle every minute and there is no regulation on this fraud exchange until today! once you deposit on exchange there is no way to withdraw! https://t.co/CJzk03PgR2,I wish   would review on people’s money and crypto lost on  they are easily robbing people without any hustle every minute and there is no regulation on this fraud exchange until today! once you deposit on exchange there is no way to withdraw! 
940,@snowman_crypto @Johnathanknt This does feel like a big buying oppurtunity. Its been holding 230 and 250 support levels for weeks until today. I would be buying here if I had any fiat or $BTC but I'm all out of powder at the moment.,  This does feel like a big buying oppurtunity. Its been holding 230 and 250 support levels for weeks until today. I would be buying here if I had any fiat or $BTC but I'm all out of powder at the moment.
941,"@skywalkjay @Crypto_Jiddy @CryptoMichNL @binance You know why I’m here at his account, it is because of him I lost some golden opportunities like those ones. So once I ignored his tweets late last year I did great job making money out of those projects until today.JUST let people buy what they want DONT WARN THEM","    You know why I’m here at his account, it is because of him I lost some golden opportunities like those ones. So once I ignored his tweets late last year I did great job making money out of those projects until today.JUST let people buy what they want DONT WARN THEM"
942,"lol so weird, i had to wait to buy draft kings stock until today if i wanted, but crypto, nah never sleeps","lol so weird, i had to wait to buy draft kings stock until today if i wanted, but crypto, nah never sleeps"
943,"I’m a 2021 crypto noob who got into this hoping I might be able to make enough money to buy back some of the family time I lost working so hard for 25 years. I hoped but I never really believed, until today. So grateful to this community for what’s happening $TEL $TRIAS $RSA $VRA","I’m a 2021 crypto noob who got into this hoping I might be able to make enough money to buy back some of the family time I lost working so hard for 25 years. I hoped but I never really believed, until today. So grateful to this community for what’s happening $TEL $TRIAS $RSA $VRA"
944,"the industrial revolutions globally. It hasn't been until today that the focus has shifted from ""take"" to ""restore and build."" I could point to the #Diamond mines of Sierra Leone as a small example of countless ethical dilemmas.  Kevin spoke about the mining dilemma in crypto","the industrial revolutions globally. It hasn't been until today that the focus has shifted from ""take"" to ""restore and build."" I could point to the Diamond mines of Sierra Leone as a small example of countless ethical dilemmas.  Kevin spoke about the mining dilemma in crypto"
945,"@360_trader Do you realize the same assholes who pulled the rug tonight will also pull it on eth? I believed in crypto until today. 
I suggest you researched read the works of #edwardbernays", Do you realize the same assholes who pulled the rug tonight will also pull it on eth? I believed in crypto until today.  I suggest you researched read the works of edwardbernays
946,"So just because some crypto clown I've never heard of until today says ""doge is over"" we're selling? Tf is wrong with y'all? We supposed to have 💎👐...but now you're just #doge Dogecoin #DogeCoinTo1Dollar #DogeSNL https://t.co/hUNiMZcWeU","So just because some crypto clown I've never heard of until today says ""doge is over"" we're selling? Tf is wrong with y'all? We supposed to have 💎👐...but now you're just doge Dogecoin DogeCoinTo1Dollar DogeSNL "
947,"$ETH in my discord for $8/mo told you it could still run and kept you in Ether from 5/2/2021 (pic 1) until today (pic 2)
$1K made in a week!  Nothing better in crypto than my  algo CLUSTERSTRUCK 

Come join us https://t.co/PepUGUu9jH   

You'll be glad you did! https://t.co/rNrTfqUbbI",$ETH in my discord for $8/mo told you it could still run and kept you in Ether from 5/2/2021 (pic 1) until today (pic 2) $1K made in a week!  Nothing better in crypto than my  algo CLUSTERSTRUCK   Come join us      You'll be glad you did! 
948,"@SmartLiquidity My best lucky experience in crypto was in a year ago.., that is when i won 30k worth of $DOGE on Wolfbet..,that time the price of $DOGE was only $0.0025 .., how i wish i could turn back time and hold it until today., any way past is past 😊"," My best lucky experience in crypto was in a year ago.., that is when i won 30k worth of $DOGE on Wolfbet..,that time the price of $DOGE was only $0.0025 .., how i wish i could turn back time and hold it until today., any way past is past 😊"
949,I’ve made money in crypto and always be like it’s money but not MONEY MONEY ....until today 🙌🏽,I’ve made money in crypto and always be like it’s money but not MONEY MONEY ....until today 🙌🏽
